"id","risk_level","title","message","tags","target_categories","source","source_url","semantic_context"
"46","médio","Limpeza de Ralos e Grelhas na Praça","Solicite a limpeza preventiva de ralos e grelhas em praças e parques da cidade. O entupimento com folhagem gera retenção de água e esgoto superficial, atraindo mosquitos e prejudicando os momentos de lazer da população no bairro.","praça; ralos; folhagem; parque","Mosquito; Esgoto; Vegetação alta","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Praça pública de grande circulação com feiras semanais e árvores de grande porte. Risco médio. Grelhas de drenagem obstruídas por folhas e pequenos resíduos plásticos, mantendo água estagnada e turva após precipitações. Clima quente. Necessidade de intervenção integrada entre serviços de varrição e vigilância epidemiológica."
"47","médio","Cuidados com Pratos de Vasos em Condomínios","Substitua a água dos pratos de vasos de plantas por areia até a borda em todas as áreas comuns do condomínio. Bromélias e plantas ornamentais devem receber lavagem periódica das folhas para impedir o desenvolvimento do vetor da dengue.","condomínio; plantas; areia; bromélias","Mosquito; Vegetação alta","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Área de lazer e corredores de condomínio residencial de prédios. Risco médio. Grande quantidade de vasos ornamentais com pratos coletores contendo água visível e pequenas manchas de matéria orgânica. Clima com temperaturas elevadas. A presença continuada de água limpa nesses locais eleva o risco de oviposição e eclosão contínua."
"48","médio","Regularização do Abastecimento e Caixas d'Água","Mantenha as caixas d'água perfeitamente vedadas, especialmente em regiões com interrupções no fornecimento. O armazenamento improvisado em baldes e tonéis sem tampa aumenta o risco de reprodução do Aedes dentro de casa.","caixa d'água; abastecimento; baldes; tampa","Mosquito","Fiocruz","https://www.fiocruz.br","Bairro residencial enfrentando intermitência no abastecimento de água potável. Risco médio. Moradores acumulando água em tambores e baldes plásticos no quintal, alguns parcialmente destampados. Temperatura alta. O comportamento de armazenamento emergencial não protegido é a causa principal da proliferação vetorial local."
"49","médio","Eliminação de Garrafas em Bares e Restaurantes","Guarde garrafas de vidro e embalagens retornáveis viradas para baixo em caixas cobertas nos fundos do seu estabelecimento. O acúmulo de água de chuva no fundo de garrafas expostas cria dezenas de pequenos focos no ambiente comercial.","garrafas; comércio; bares; reciclagem","Lixo; Mosquito","Organização Mundial da Saúde","https://www.who.int","Setor de serviços e entretenimento com concentração de bares e lanchonetes. Risco médio. Caixas de grade com garrafas de vidro vazias empilhadas ao ar livre nos pátios traseiros dos estabelecimentos, retendo água de chuva no interior. Clima tropical úmido. Riscos para funcionários e frequentadores dos locais."
"50","médio","Tratamento de Piscinas sem Uso","Mantenha o tratamento de cloro de piscinas residenciais ou aplique capas protetoras bem esticadas. Piscinas abandonadas ou com água verde tornam-se grandes focos de reprodução de mosquitos, gerando milhares de insetos para toda a vizinhança.","piscina; cloro; manutenção; vizinhança","Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Residência desocupada com piscina sem manutenção periódica de filtragem e cloração. Risco médio. Água de cor esverdeada por alga com presença visível de pupas e larvas do vetor nas bordas. Clima ensolarado. Ponto crítico de amplificação do vetor capaz de dispersar mosquitos adultificados por um raio de centenas de metros."
"51","médio","Limpeza de Canaletas em Escolas","Desobstrua as canaletas de escoamento de água das chuvas nos pátios das escolas. A retenção de água misturada com areia e terra cria um ambiente perfeito para a oviposição do mosquito, colocando alunos e professores em risco.","escola; canaletas; escoamento; pátio","Mosquito; Alagamento","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Escola pública municipal atendendo centenas de alunos por dia. Risco médio. Canaletas externas do pátio descoberto entupidas com terra de arraste de jardins e folhas secas, gerando retenção hídrica prolongada. Clima quente após período chuvoso. Ação focada no controle de exposição do público infantil."
"52","médio","Manejo de Entulho em Margens de Córregos","Evite o descarte de entulhos e restos de móveis nas margens de rios e córregos. O acúmulo de inservíveis represas a água pluvial e cria focos da dengue, além de provocar o assoreamento do leito e alagamentos futuros na comunidade.","córrego; entulho; margem; alagamento","Entulho; Alagamento; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Área marginal de córrego urbano não canalizado em zona habitacional densa. Risco médio. Descarte de sofás velhos, restos de madeira e entulho de alvenaria obstruindo o fluxo da água e criando bolsões estagnados. Clima instável com previsão de chuvas. Risco combinado de proliferação de vetores e alagamentos."
"53","médio","Vistoria em Cemitérios após Tempestades","Realize vistorias extraordinárias em cemitérios logo após períodos de fortes chuvas. Remova a água acumulada em floreiras, depósitos de velas e adornos tumulares para evitar o surgimento súbito de novas gerações de mosquitos transmissores.","cemitério; chuva; floreiras; vistoria","Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Cemitério horizontal de grande extensão em zona urbana. Risco médio. Diversos jazigos com vasos de flores de plastico e pratos cheios d'água acumulada após precipitação pluviométrica recente. Clima abafado post-chuva acelerando o ciclo larval do Aedes. Necessidade de mutirão focado para eliminar depósitos temporários."
"54","médio","Descarte Correto de Pneus Usados","Entregue pneus velhos nos pontos de coleta credenciados pela prefeitura do seu município. Nunca guarde pneus no quintal expostos à chuva, pois a parte interna retém água por semanas e é o local preferido pelo Aedes aegypti.","pneus; reciclagem; ecoponto; coleta","Entulho; Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Oficina mecânica informal instalada no quintal de uma moradia. Risco médio. Presença de seis a dez pneus empilhados ao ar livre recebendo chuva direta, com presença de água acumulada nas cavidades internas. Clima quente e úmido. Elevado potencial de postura devido ao abrigo e ambiente escuro do interior dos pneus."
"55","médio","Cuidados com Bambuzais e Buracos em Árvores","Preencha furos em troncos de árvores e nós de bambu com areia ou terra nas praças e quintais. Esses pequenos nichos naturais acumulam água de chuva e servem como criadouros silenciosos para o vetor da dengue em áreas verdes.","árvores; bambu; natureza; praça","Vegetação alta; Mosquito","Fiocruz","https://www.fiocruz.br","Área verde urbana adjacente a bairro residencial consolidado. Risco médio. Árvores antigas com cavidades no tronco e cortadeiras de bambu acumulando pequenos volumes d'água cristalina de chuva. Clima ameno com umidade elevada. Ação direcionada para o controle em ecossistemas periurbanos e microbiótopos naturais."
"56","médio","Limpeza de Bebedouros de Animais em Feiras","Feirantes que mantêm animais ou bebedouros para cães de rua devem realizar a escovação diária dos recipientes. A simples troca da água sem esfregar as paredes do vaso deixa os ovos do mosquito viáveis por meses.","feira; bebedouros; escovação; animais","Mosquito; Lixo","Organização Mundial da Saúde","https://www.who.int","Feira de animais e suprimentos agrícolas em setor periurbano. Risco médio. Vários recipientes plásticos de água expostos para uso animal com lodo nas bordas e troca de água infrequente. Tempo quente. Perigo epidemiológico associado à persistência de ovos secos aderidos às paredes plásticas dos vasos."
"57","médio","Atenção a Lajes sem Inclinacao","Adicione drenos ou remova a água parada sobre lajes planas sem inclinação adequada. A evaporação lenta após as chuvas cria uma grande superfície propícia para a postura de ovos e desenvolvimento das larvas do Aedes.","laje; água estagnada; drenagem; construção","Mosquito; Alagamento","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Residências em fase de acabamento com lajes superiores expostas e sem caimento correto para calhas. Risco médio. Presença de grandes poças d'água rasas retidas no concreto após eventos pluviométricos recentes. Clima quente com insolação direta. Alto risco de produção de novos adultos em curto intervalo de tempo."
"58","médio","Manejo de Vegetação em Riberões e Valas","Realize a roçada da vegetação rasteira e alta ao longo de valas de escoamento. O excesso de mato reduz a velocidade da água e retém resíduos plásticos, criando poças adequadas para a proliferação do mosquito.","vala; mato; roçada; drenagem","Vegetação alta; Alagamento; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Vala de drenagem águas pluviais em via pública periférica. Risco médio. Vegetação densa cobrindo as margens da vala, dificultando a fluidez da água e retendo copos e sacos plásticos descartados por pedestres. Clima úmido. Intervenção necessária para restabelecer a velocidade hídrica do canal."
"59","médio","Vistoria de Coberturas de Lonas em Mercados","Ajuste a tensão de lonas impermeáveis usadas como cobertura em barracas de mercado e feiras livres. Bolsões de água formados nas dobras da lona retêm água limpa o suficiente para a reprodução contínua de arboviroses.","lonas; feira; cobertura; mercadão","Lixo; Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Mercado comunitário ao ar livre com estrutura móvel. Risco médio. Coberturas plásticas de tendas com ondulações formando depósitos horizontais d'água após a chuva da noite anterior. Clima abafado. Necessidade de rápida ação educativa com os permissionários locais."
"60","médio","Higienização de Ralos de Águas Pluviais","Aplique detergente ou água sanitária nos ralos do quintal e da lavanderia semanalmente. Em períodos quentes, a água retida no sifão evapora devagar e atrai as fêmeas do Aedes para a postura de ovos no local escuro.","ralos; lavanderia; quintal; higiene","Mosquito; Esgoto","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Residência térrea com área de serviço externa parcialmente coberta. Risco médio. Ralos de captação de água de lavagem apresentando lâmina hídrica residual e matéria orgânica acumulada. Clima quente e úmido. Risco de manutenção silenciosa de vetor na área peridomiciliar."
"61","médio","Inspeção Sanitária em Ferro-Velho","Proprietários de ferros-velhos devem organizar o material por tipologia e manter os recipientes com a boca virada para baixo. O monitoramento quinzenal por agentes ambientais garante a aplicação de larvicidas onde o controle mecânico é inviável.","ferro-velho; larvicida; reciclagem; vistoria","Entulho; Mosquito","Fiocruz","https://www.fiocruz.br","Estabelecimento privado de comercialização de sucatas metálicas e plásticas. Risco médio. Grande densidade de objetos empilhados ao tempo contendo focos pontuais do mosquito. Clima abafado. Necessidade de aplicar controle químico e biológico focado devido à alta densidade de recipientes complexos."
"62","médio","Descarte de Embalagens em Parques Urbanos","Use as lixeiras corretas ao visitar parques e praças públicas. Embalagens de sorvete, copos plásticos e garrafas jogadas na vegetação acumulam água da chuva e estragam o ambiente ecológico e a saúde da população.","parque; lixeiras; plásticos; visitantes","Lixo; Vegetação alta; Mosquito","Organização Mundial da Saúde","https://www.who.int","Parque público de preservação ambiental com grande visitação nos fins de semana. Risco médio. Copos plásticos e embalagens de alimentos descartados por visitantes no meio do mato à beira das trilhas. Temperatura elevada. Foco na sensibilização dos frequentadores e reforço de equipes de limpeza urbana."
"63","médio","Limpeza de Tanques e Caixas em Escolas","Mantenha as caixas d'água de creches e escolas trancadas com cadeado e vedações perfeitas. A realização de limpezas semestrais evita a formação de películas orgânicas que alimentam as larvas do vetor nas instalações escolares.","escola; creche; caixa d'água; higienização","Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Creche pública municipal com atendimento em tempo integral. Risco médio. Reservatório de água potável instalado em estrutura elevada apresentando pequenas folgas no encaixe da tampa superior. Tempo quente. A garantia da integridade do reservatório é essencial para a proteção das crianças."
"64","médio","Cuidado com Depósitos em Unidades de Saúde","Unidades de saúde devem realizar a gestão rápida de resíduos hospitalares e caixas de descarte guardadas nos pátios. Locais de atendimento de doentes precisam estar livres de vetores para impedir a transmissão de arboviroses no local.","posto de saúde; resíduos; segurança; pátio","Lixo; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Pátio traseiro de Unidade de Pronto Atendimento. Risco médio. Acúmulo de pallets de madeira e caixas plásticas de suprimentos aguardando recolhimento em área descoberta. Clima quente pós-chuva. Necessidade vital de sanar o risco em local de acolhimento de pacientes com febre e sintomas suspeitos."
"65","médio","Manejo de Recicláveis em Condomínios","Crie áreas cobertas para a central de reciclagem do condomínio residencial. A separação do lixo seco é uma atitude sustentável que deve ser acompanhada de cuidados para que nenhum recipiente acumule água enquanto aguarda a coleta seletiva.","condomínio; reciclagem; coleta seletiva; sustentabilidade","Lixo; Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Área de depósito de resíduos de condomínio habitacional de grande porte. Risco médio. Contêineres de reciclagem sem tampa expostos a precipitação pluviométrica recente com acúmulo de líquidos em potes plásticos. Clima úmido. Ações focadas no ajuste da infraestrutura do abrigo de resíduos."
"66","médio","Vistoria de Coberturas em Obras Comerciais","Estique perfeitamente as lonas plásticas utilizadas para cobrir sacos de cimento e insumos em obras de imóveis comerciais. A formação de dobras acumuladoras de água da chuva transforma o canteiro de obras num risco para o centro urbano.","obra comercial; lonas; cimento; canteiro","Entulho; Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Canteiro de obra de prédio comercial em área central densa. Risco médio. Proteções de plástico impermeável instaladas sobre materiais de construção apresentando poças de água retida no centro das lonas. Clima quente. Exige controle rigoroso para evitar o surgimento de focos em área de alto fluxo comercial."
"67","médio","Limpeza de Bromélias em Parques Botanicos","Submeta jardins botânicos e parques com coleções de bromélias à aplicação regular de jatos d'água para renovação do conteúdo do tanque foliar ou use larvicidas biológicos autorizados. Mantenha o equilíbrio ambiental sem aumentar o risco sanitário.","bromélias; jardim botânico; larvicida biológico; manejo","Vegetação alta; Mosquito","Fiocruz","https://www.fiocruz.br","Jardim botânico municipal com coleção expressiva de flora tropical. Risco médio. Bromélias acumulando água de chuva e matéria orgânica com presença de larvas do vetor e insetos nativos. Temperatura e umidade elevadas. Ações de manejo seletivo visam mitigar o risco sanitário sem agredir a fauna benéfica."
"68","médio","Cuidados com Pratos de Floreiras em Hotéis","A equipe de governança de hotéis e pousadas deve checar diariamente as floreiras nos pátios de entrada. Troque a água dos recipientes e garanta a aplicação de areia nos pratos para proporcionar uma estadia segura e livre de mosquitos.","hotelaria; turismo; floreiras; recepção","Mosquito; Vegetação alta","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Entrada principal e jardim de pousada de praia. Risco médio. Grandes floreiras decorativas com água estagnada nos pratos e folhagem densa criando ambiente sombreado. Clima tropical. Importante ação preventiva para evitar contaminação de hóspedes e trabalhadores do setor de turismo."
"69","médio","Manutenção de Barcos e Flutuantes em Portos","Realize o esgotamento constante da água da chuva acumulada no fundo de barcos, canoas e flutuantes nas áreas portuárias. A mistura de água doce de chuva com resíduos cria áreas propícias para a multiplicação do mosquito Aedes aegypti.","porto; barcos; esgotamento; área litorânea","Mosquito; Alagamento","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Ancoradouro e pátio de manutenção de pequenas embarcações em área portuária. Risco médio. Cascos de barcos em reparo mantidos com a abertura voltada para cima acumulando água de chuva recente. Clima ensolarado e abafado. Necessidade de readequação da posição das embarcações para rápida drenagem."
"70","médio","Prevenção de Poças em Estacionamentos","Corrija as imperfeições no asfalto e no piso de paralelepípedos de estacionamentos comerciais. As pequenas poças d'água que permanecem por vários dias após a chuva servem de ponto de postura para fêmeas do mosquito da dengue.","estacionamento; asfalto; poças; piso","Alagamento; Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Estacionamento descoberto de centro de compras em bairro urbano. Risco médio. Depressões no pavimento de asfalto retendo poças de água rasas por mais de quatro dias consecutivos pós-chuva. Clima abafado. Medidas de reparo na pavimentação impedem a manutenção do ciclo reprodutivo."
"71","médio","Higienização de Ralos de Chuveiros Externos","Utilize telas mosquiteiras em ralos de chuveiros instalados nas áreas de lazer e piscinas. O uso frequente do espaço mantém o fecho hídrico cheio, exigindo aplicação periódica de desinfetantes para evitar a criação de vetores.","chuveiro externo; praia; piscina; ralos","Mosquito; Esgoto","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Área de lazer externa de clube social comunitário. Risco médio. Ralos de duchas externas com fluxo de escoamento lento por conta de acúmulo de areia e folhas, mantendo lâmina de água no nível do piso. Clima ensolarado. Ação preventiva no manejo da infraestrutura de drenagem de lazer."
"72","médio","Cuidados com Vasos em Floriculturas","Floriculturas e hortos comerciais devem adotar o uso exclusivo de areia nos pratos de plantas e efetuar a limpeza diária dos estandes. Estabelecimentos que vendem vegetação devem ser modelo no controle e eliminação de criadouros da dengue.","floricultura; horto; plantas; areia","Vegetação alta; Mosquito","Fiocruz","https://www.fiocruz.br","Estabelecimento comercial de venda de plantas e suprimentos de jardinagem. Risco médio. Centenas de vasos expostos em prateleiras ao ar livre com irrigação por aspersão diária e acúmulo hídrico nos pratos. Temperatura alta. Risco constante de proliferação vetorial caso não haja protocolo de drenagem estrito."
"73","médio","Gestão de Entulho em Loteamentos Novos","Empresas urbanizadoras devem recolher os resíduos de alvenaria e plásticos abandonados nas vias de loteamentos recém-abertos. O mato alto combinado com lixo e entulho cria microambientes favoráveis à proliferação silenciosa do Aedes.","loteamento; urbanização; entulho; mato","Entulho; Vegetação alta; Mosquito","Organização Mundial da Saúde","https://www.who.int","Loteamento residencial recém-construído com poucas moradias edificadas. Risco médio. Vios de trânsito abertas com vegetação rasteira alta e descarte irregular de sobras de materiais de construção por futuros moradores. Clima instável. Intervenção na área não habitada para proteger os primeiros residentes."
"74","médio","Vistoria de Coberturas de Garagens Comunitárias","Inspecione as calhas e coberturas de plásticos de garagens comunitárias em bairros populares. A correção das declividades do telhado impede o surgimento de lâminas d'água represadas que servem de foco para o mosquito da dengue.","garagem comunitária; telhado; calha; periferia","Mosquito; Alagamento","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Estacionamento comunitário coberto em bairro periférico. Risco médio. Telhas de zinco e lonas improvisadas com afundamentos retendo pequenas poças de água da chuva. Clima quente e abafado. Alerta para a manutenção comunitária das estruturas compartilhadas de proteção de veículos."
"75","médio","Descarte de Potes de Tintas e Reformas","Descarte potes de tinta e baldes vazios imediatamente após o encerramento de pinturas residenciais. Guardar esses objetos virados para cima em áreas descobertas cria dezenas de criadouros perfeitos ao primeiro sinal de chuva forte no bairro.","reforma; pintura; baldes de tinta; descarte","Entulho; Lixo; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Quintal residencial após conclusão de obra de reforma da fachada. Risco médio. Potes plásticos de tinta vazios e latas velhas deixados no chão acumulando água da chuva do dia anterior. Clima abafado. Ação focada no descarte imediato dos recipientes pós-obra."
"76","médio","Cuidado com Água em Bebedouros de Quadras","Realize a manutenção diária dos bebedouros de água e pias instaladas em quadras esportivas públicas. O vazamento constante na base das torneiras gera poças de água limpa no solo e atrai o Aedes aegypti para a região.","esporte; bebedouro; vazamento; quadra","Mosquito; Alagamento","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Quadra poliesportiva aberta em parque público municipal. Risco médio. Torneira de bebedouro com pequeno vazamento contínuo gerando poça d'água rasa sobre o piso de concreto trincado. Clima quente. Necessidade de conserto hidráulico para eliminar o criadouro mantido por vazamento."
"77","médio","Manejo de Caixas de Inspeção de Esgoto","Garanta que a tampa da caixa de gordura e de inspeção do esgoto residencial esteja perfeitamente vedada com argamassa ou borracha. Frestas nas tampas permitem que fêmeas do mosquito utilizem a umidade interna para colocar seus ovos.","caixa de gordura; esgoto; vedação; saneamento","Esgoto; Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Residência térrea em bairro com rede de esgotamento tradicional. Risco médio. Caixa de inspeção sanitária no piso do quintal com tampa de cimento quebrada e pequenas frestas laterais expostas. Clima quente. Risco de abrigo e ovofixação de mosquitos nas paredes internas úmidas da estrutura."
"78","médio","Limpeza de Pátios em Unidades de Ensino Superior","A equipes de manutenção das faculdades e universidades devem inspecionar as áreas abertas e campi. Baldes de jardinagem, recipientes de laboratório e calhas dos blocos acadêmicos devem passar por vistorias semanais contra o vetor.","universidade; campus; calhas; pátio","Mosquito; Vegetação alta","Fiocruz","https://www.fiocruz.br","Campus universitário com ampla área verde e múltiplos blocos didáticos. Risco médio. Pátios internos com vasos ornamentais contendo água e pequenos descartes de plástico deixados por estudantes na vegetação. Clima úmido. Exige vigilância contínua do corpo administrativo para manter a área segura."
"79","médio","Cuidados com Irrigação em Hortas Urbanas","Adote o sistema de irrigação por gotejamento ou regue as hortas comunitárias no início da manhã, evitando o acúmulo de poças de água ao final do dia. Armazene ferramentas e baldes sempre sob abrigo coberto e seco.","horta; irrigação; gotejamento; hortaliças","Vegetação alta; Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Espaço de agricultura urbana gerido por associação de moradores. Risco médio. Uso exagerado de água por mangueira gerando pequenas poças acumuladas entre os leitos de plantio e baldes cheios no local. Clima quente. Orientação sobre o uso racional da água e prevenção de focos no solo."
"80","médio","Proteção de Caixas d'Água em Escolas Rurais","Instale telas e fechos adequados nas caixas d'água de escolas localizadas na zona rural do município. A garantia da qualidade da água potável e a prevenção contra a dengue protegem o desenvolvimento saudável dos alunos do campo.","zona rural; escola rural; caixa d'água; tela","Mosquito","Organização Mundial da Saúde","https://www.who.int","Escola municipal do campo em área rural. Risco médio. Caixa d'água sustentada por estrutura de madeira com tampa de polietileno leve e sem travamento contra o vento, permitindo frestas. Clima quente com ventos moderados. Risco de infestação da comunidade escolar por falta de vedação mecânica."
"81","alto","Mutirão Urgente em Áreas Alagadas","Atenção! Áreas com alagamentos e água estagnada exigem ação imediata. Participe do mutirão comunitário para desobstrução de valas e descarte de materiais inservíveis. Proteja sua família contra o surto de dengue no seu bairro. Procure atendimento ao primeiro sinal de febre.","urgência; alagamento; mutirão; febre","Alagamento; Lixo; Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Comunidade periférica atingida por fortes chuvas recentes e transbordamento de valas. Risco alto. Presença de grande volume de água represada nas ruas unida a lixo doméstico flutuante e alta densidade de mosquitos adultos. Clima quente e muito úmido. Notificação de casos suspeitos na região exige intervenção emergencial."
"82","alto","Eliminação Massiva de Focos em Entulhos","Risco elevado! Terrenos com entulho e mato alto estão gerando uma alta infestação de Aedes aegypti. Solicite a remoção urgente dos resíduos e elimine qualquer recipiente que acumule água. Sintomas como dores no corpo e febre alta indicam necessidade de atendimento médico rápido.","alto risco; entulho; mato alto; sintomas","Entulho; Vegetação alta; Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Bairro residencial periférico com presença de grande terreno abandonado tomado por mato alto e entulho de construção civil. Risco alto. Múltiplos focos do vetor confirmados por agentes de saúde e altos índices de infestação predial (LIRAa). Tempo quente e chuvoso. Situação epidemiológica crítica."
"83","alto","Ação Emergencial em Áreas com Esgoto a Céu Aberto","Alerta sanitário! O esgoto a céu aberto acumulado nas vias públicas e misturado com lixo pluvial cria um ambiente de alto risco para a proliferação do mosquito da dengue. Exija manutenção urgente das autoridades e proteja suas janelas com telas ou repelente.","alerta sanitário; esgoto; mosquito; contaminação","Esgoto; Lixo; Mosquito","Fiocruz","https://www.fiocruz.br","Comunidade vulnerável sem saneamento básico, com esgoto correndo em valas abertas pelas vias. Risco alto. Presença de embalagens plásticas retidas nas margens da vala de esgoto, água com forte carga orgânica e proliferação massiva de vetores. Clima abafado. Alta contaminação e registros de casos graves de arboviroses."
"84","alto","Mobilização Comunitária em Comunidades Sem Coleta","Ação urgente! Em locais com coleta irregular de lixo, mantenha os resíduos em sacos plásticos bem vedados e amarrados acima do solo. Participe dos pontos de recolhimento comunitário de inservíveis para barrar a explosão de casos de dengue na sua região.","mobilização; lixo; coleta irregular; surto","Lixo; Mosquito","Organização Mundial da Saúde","https://www.who.int","Favela ou comunidade urbana com serviços de coleta de resíduos irregulares. Risco alto. Montanhas de lixo acumuladas em pontos viciados nas entradas das alamedas, com garrafas, latas e sacos rasgados contendo água de chuva. Clima abafado e chuvoso. Transmissão viral acelerada demonstrada em boletins."
"85","alto","Inspeção Crítica em Obras Abandonadas","Perigo de arboviroses! Obras paralisadas acumulando água no fosso do elevador e lajes abertas representam ameaça à saúde pública local. A vigilância sanitária deve ser acionada imediatamente para aplicação de larvicidas e drenagem da água acumulada na edificação.","obras paralisadas; fosso de elevador; perigo; larvicida","Entulho; Alagamento; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Esqueleto de edifício comercial abandonado no centro da cidade. Risco alto. Fosso do elevador completamente inundado e lajes com lâminas d'água de grande profundidade com presença maciça de larvas e mosquitos adultos. Clima quente e chuvoso. Risco iminente de dispersão de arboviroses no setor comercial."
"86","alto","Canais de Drenagem Obstruídos na Periferia","Situação crítica! Canais de drenagem entupidos por lixo e vegetação densa estão provocando alagamentos e proliferação descontrolada do Aedes aegypti. Limpe seus quintais, não jogue resíduos no canal e fique atento a sintomas de dengue, zika ou chikungunya.","drenagem; canal; sintomas; chikungunya","Alagamento; Vegetação alta; Lixo; Mosquito","Secretaria Estadual de Saúde","https://www.saude.sp.gov.br","Canal de macrodrenagem atravessando área habitacional de alta densidade. Risco alto. Obstrução severa por acúmulo de mato alto e grande volume de detritos plásticos, gerando represamento e extravasamento para as ruas. Clima abafado pós-tempestade. Alta taxa de notificação de febre e dor nas articulações."
"87","alto","Vigilância Sanitária Intensiva em Borracharias","Alerta de saúde pública! Borracharias e depósitos com pneus expostos à chuva devem passar por saneamento imediato. Pneus acumulados são as principais fontes de amplificação do Aedes aegypti em surtos urbanos. Colabore eliminando recipientes do seu estabelecimento.","alerta; borracharia; pneus; surto urbano","Entulho; Mosquito","Ministério da Saúde","https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/d/dengue","Área industrial e comercial com grande concentração de borracharias de veículos pesados. Risco alto. Centenas de pneus estocados a céu aberto em múltiplos estabelecimentos contendo grande volume de água estagnada e larvas em desenvolvimento. Clima muito quente e umidade elevada. Foco transmissor severo."
"88","alto","Cuidados de Saúde Urgentes para Pacientes com Dengue","Atenção para os sinais de alarme da dengue! Se apresentar febre alta acompanhada de dor abdominal intensa, vômitos que não passam ou sangramentos, procure a Unidade de Saúde imediatamente. A hidratação oral rápida é crucial para salvar vidas durante o tratamento.","sinais de alarme; emergência médica; febre; hidratação","Mosquito","Secretaria Municipal de Saúde","https://www.gov.br/saude/pt-br","Bairro sob surto epidêmico de dengue com alta taxa de incidência populacional. Risco alto. Moradores apresentando sintomas graves em suas residências. Ambientes com constante presença do vetor transmissor. Clima quente. Necessidade de orientação rápida sobre quando buscar atendimento de urgência e manejo clínico."
"89","alto","Saneamento de Emergência em Cemitérios","Ação emergencial nos cemitérios! Todos os vasos com água devem ser eliminados ou preenchidos com areia imediatamente. O alto índice de infecção na cidade exige a retirada de qualquer ornamento que possa reter água de chuva e agravar o surto da doença.","cemitério; emergência; eliminação de focos; epidemia","Mosquito","Fiocruz","https://www.fiocruz.br","Cemitério municipal antigo localizado em área com explosão de casos de dengue. Risco alto. Milhares de depósitos permanentes de água limpa em túmulos e floreiras, infestação de vetores verificada no local por armadilhas de monitoramento. Clima quente e úmido. Foco gerador de mosquitos infectados com vírus circulante."
"90","alto","Alagamento em Pátios de Escolas e Fechamento","Alerta escolar! Pátios e áreas de recreação alagados por falta de drenagem devem ser isolados e secos com urgência. A presença do mosquito transmissor em ambientes frequentados por crianças aumenta gravemente o risco de surtos escolares de dengue.","escola; alagamento; crianças; risco alto","Alagamento; Mosquito","Organização Mundial da Saúde","https://www.who.int","Escola de ensino fundamental em área baixa da cidade propensa a inundações. Risco alto. Pátio de recreação coberto por lâmina de água de chuva acumulada há dias sem escoamento por falha no sistema de drenagem pluvial. Clima quente. Exposição direta de centenas de estudantes ao vetor transmissor."
"91","alto","Mutirão de Remoção de Inservíveis em Praças","Ação comunitária de urgência! Praças tomadas por lixo e mato alto exigem limpeza imediata para combater a epidemia de arboviroses. Una-se aos vizinhos e à prefeitura para recolher garrafas, sacos e móveis velhos descartados na vegetação do seu bairro.","mutirão; praça; mato alto; epidemia","Lixo; Vegetação alta; Mosquito","Vigilância em Saúde","https://www.gov.br/saude/pt-br","Praça abandonada em setor residencial periférico sob emergência de saúde pública. Risco alto. Mato acumulando mais de um metro de altura, misturado a grande quantidade de lixo doméstico, inservíveis e poças d'água. Clima abafado. Alta velocidade de proliferação vetorial e transmissão comunitária."
